identifiant,adresse,code_postal,parcours,url_image,copyright_image,legende,categorie,nom_poi,date_saisie,mot_cle,ville,texte_intro,texte_description,url_site,fichier_image,geo_shape,geo_point_2d
poi14-17,59 rue vercingétorix,75014,"['balade14-1', 'balade14-3']",https://capgeo.sig.paris.fr/PdfEtImages/Balades14e/photos/poi14-17.jpg,©StudioTTG,L'Église Notre-Dame-du-Travail,patrimoine religieux,L'Église Notre-Dame-du-Travail,2019-07-17,"['architecture', 'église', 'balade', 'quatorzième']",Paris,"Avez-vous déjà visité une église à la charpente métallique?? Non?? Alors découvrez la belle et très étonnante église Notre-Dame du Travail, au bord des voies ferrées de la gare Montparnasse.","De l’extérieur, rien ne laisse présager ce qui vous attend en passant les portes de cette église, conçue par et pour «?le peuple?». Ce qui vous émerveillera dès votre entrée, c’est son incroyable charpente métallique apparente, totalement inattendue dans un édifice religieux. Élevée grâce à une souscription en 1900, année de la grande exposition universelle qui légua tant à Paris, cette église a été pensée pour les ouvriers alentour. Et cette charpente métallique étonnante témoigne tout à la fois des contraintes budgétaires liées à sa construction (les 135 tonnes de fer qui permirent la construction de la charpente ont été récupérées des ruines du Palais de l’Industrie construit pour l’Exposition universelle), de l’esprit moderniste de l’époque mais aussi d’une volonté de permettre aux ouvriers qui la fréquentaient de s’y sentir «?chez eux?», on se croirait presque dans une usine au tournant du siècle.",,"{'exif_orientation': 1, 'thumbnail': True, 'filename': 'poi14-17.jpg', 'width': 5999, 'format': 'JPEG', 'etag': '""faf4b1ce423ed51:0""', 'mimetype': 'image/jpeg', 'id': 'd0b87afd64d501ca080e2af5adcb7801', 'last_synchronized': '2019-09-18T08:04:31.135999', 'color_summary': ['rgba(161, 187, 214, 1.00)', 'rgba(155, 152, 147, 1.00)', 'rgba(108, 103, 101, 1.00)'], 'height': 4000, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/d0b87afd64d501ca080e2af5adcb7801'}","{'type': 'Feature', 'geometry': {'coordinates': [2.3168200005041615, 48.836219999637265], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3168200005041615, 'lat': 48.836219999637265}"
poi14-39,106 boulevard du montparnasse,75006,['balade14-2'],https://capgeo.maps.arcgis.com/sharing/rest/content/items/7a34d77806a44be592fa49079c2ab97c/data,,,bar-restaurant,Le Select,2019-07-17,"['brasserie', 'culture', 'balade', 'quatorzième']",Paris,"Elles se toisent, toutes les quatre. Elles sont disposées tout autour du carrefour Vavin et racontent l’histoire joyeuse et artistique du quartier. Elles, ce sont les 4 grandes brasseries légendaires de Montparnasse?: la Coupole, la Rotonde, le Select, et le Dôme. Vous pouvez bien sûr les admirer depuis le boulevard– vous aimerez sans doute la décoration presque rococo du Dôme… quant au néon «?Le Select?», on vous garantit qu’il est très instagrammable?!","Repaire des artistes «?Montparnos?» au même titre que ses voisines et concurrentes, Le Select fut le premier café de Paris à rester ouvert toute la nuit?! Et pour la dose de glamour contemporain, sachez que l’actrice américaine Scarlett Johansson est accro au fameux «?poulet rôti du Select?»?!",https://www.leselectmontparnasse.fr/,"{'thumbnail': True, 'filename': 'vide.png', 'width': 10, 'format': 'PNG', 'etag': '""161453236ecfa815b9f79464e7172304""', 'mimetype': 'image/png', 'id': '9901387cfa2f790817d74faf721f7fa0', 'last_synchronized': '2019-10-30T08:50:22.338577', 'color_summary': [], 'height': 10, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/9901387cfa2f790817d74faf721f7fa0'}","{'type': 'Feature', 'geometry': {'coordinates': [2.325711410418117, 48.84328135767478], 'type': 'Point'}, 'properties': {}}","{'lon': 2.325711410418117, 'lat': 48.84328135767478}"
poi14-42,18 rue antoine bourdelle,75015,['balade14-2'],https://capgeo.sig.paris.fr/PdfEtImages/Balades14e/photos/poi14-42.jpg,©Marc Bertrand,Le musée Bourdelle,musée-lieu culturel,Le musée Bourdelle,2019-07-17,"['culture', 'musée', 'balade', 'quatorzième']",Paris,,"Entrez dans le bâtiment spectaculaire où le sculpteur Antoine Bourdelle vivait et pratiquait son art. Découvrez son atelier de bois du XIXe a été adjointe, signée par l’immense architecte Christian de Portzamparc. Arpentez les galeries en briques de Montauban le long d’un péristyle qui encercle un jardin parsemé de sculptures. Le Musée Bourdelle est un lieu d’art et de vie, mais aussi presque un lieu de recueillement, de calme, dans ce jardin en bordure d’un Montparnasse si agité, hier comme aujourd’hui. Finissez-y votre balade, en plus l’accès aux collections permanentes du musée est gratuit?!",http://www.bourdelle.paris.fr/,"{'thumbnail': True, 'filename': 'poi14-42.jpg', 'width': 3620, 'format': 'JPEG', 'etag': '""70d92edd423ed51:0""', 'mimetype': 'image/jpeg', 'id': '8860821736626ee7e08a0ff142c235c4', 'last_synchronized': '2019-09-18T08:04:48.664519', 'color_summary': ['rgba(172, 143, 96, 1.00)', 'rgba(152, 122, 76, 1.00)', 'rgba(178, 150, 99, 1.00)'], 'height': 2414, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/8860821736626ee7e08a0ff142c235c4'}","{'type': 'Feature', 'geometry': {'coordinates': [2.3176630223480834, 48.84304001690418], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3176630223480834, 'lat': 48.84304001690418}"
poi14-30,31 rue campagne-première,75014,['balade14-2'],https://capgeo.maps.arcgis.com/sharing/rest/content/items/7a34d77806a44be592fa49079c2ab97c/data,,,élément d'architecture,Le 31 rue Campagne-Première,2019-07-17,"['architecture', 'artistes', 'balade', 'quatorzième']",Paris,"Bienvenue rue Campagne-Première, bienvenue dans LA rue du Montparnasse des Montparnos. C’est bien simple, tous les plus grands semblent avoir décidé de poser un jour leurs pinceaux ou leur plume dans l’un des ateliers de cette rue mythique. On vous emmène??","C’est la star de la rue, cet immeuble. C’est vrai qu’il est splendide, le 31 rue Campagne Première, sans doute le plus bel immeuble d’ateliers jamais construit à Paris, avec sa structure en béton armé et sa succession de verrières d’ateliers bâtis en duplex. L’immeuble, construit en 1911, a d’ailleurs été primé au concours de façade de la Ville de Paris, la même année. L’immeuble offre 4 étages d’ateliers en duplex?: les sculpteurs au rez-de-chaussée, les peintres au-dessus – même si, exposé plein ouest, le 31 n’a jamais offert la lumière optimale dont ils auraient eu besoin (celle du nord, constante et douce). Immeuble cossu, bourgeois même, le 31 accueillit surtout des artistes «?à succès?». Man Ray et Kiki de Montparnasse purent s’y offrir un atelier, tout comme Aragon et Elsa Triolet. Chaïm Soutine aussi y loua un atelier, Pierre Restany et Jean-Pierre Raynaud y habitèrent. Pour profiter pleinement de la somptuosité du 31, faites un petit crochet par le Passage d’enfer (vous y accédez par le 247 boulevard Raspail, poussez la grille, elle est ouverte)?: en plus de vous émerveiller devant les persiennes pastel de cette ancienne cité ouvrière, vous découvrirez l’arrière du 31?: de jolies céramiques à même le ciment et des maisons de ville. Un rêve.",,"{'thumbnail': True, 'filename': 'vide.png', 'width': 10, 'format': 'PNG', 'etag': '""161453236ecfa815b9f79464e7172304""', 'mimetype': 'image/png', 'id': '9901387cfa2f790817d74faf721f7fa0', 'last_synchronized': '2019-10-30T08:50:22.338577', 'color_summary': [], 'height': 10, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/9901387cfa2f790817d74faf721f7fa0'}","{'type': 'Feature', 'geometry': {'coordinates': [2.331440688893567, 48.83901039968997], 'type': 'Point'}, 'properties': {}}","{'lon': 2.331440688893567, 'lat': 48.83901039968997}"
poi14-2,12 rue cassini,75014,['balade14-1'],https://capgeo.maps.arcgis.com/sharing/rest/content/items/7a34d77806a44be592fa49079c2ab97c/data,,,élément d'architecture,Le 12 rue Cassini,2019-07-17,"['architecture', 'culture', 'plein air', 'famille', 'balade', 'quatorzième']",Paris,"Si le premier arrêt de notre balade architecturale se situe rue Cassini, nous vous recommandons de commencer votre parcours à la gare de RER Port Royal. Admirez cette petite gare construite en 1895, elle est la première gare intramuros à être disposée à cheval sur les voies, faute de place. Devant vous, au loin, c’est l’Observatoire… qui vous observe?!","La star de la rue Cassini, c’est le n°12?: un immeuble d’ateliers d’artistes datant de 1930, signé Charles Abella. Ni Art Déco, pas encore cubiste, cet immeuble de béton est conçu en plusieurs blocs. Admirez la belle harmonie des volets en bois, jetez un œil à la frise en bas-relief signée Xavier Haas et sachez que Jean Moulin a vécu dans cet immeuble.",,"{'thumbnail': True, 'filename': 'vide.png', 'width': 10, 'format': 'PNG', 'etag': '""161453236ecfa815b9f79464e7172304""', 'mimetype': 'image/png', 'id': '9901387cfa2f790817d74faf721f7fa0', 'last_synchronized': '2019-10-30T08:50:22.338577', 'color_summary': [], 'height': 10, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/9901387cfa2f790817d74faf721f7fa0'}","{'type': 'Feature', 'geometry': {'coordinates': [2.3371021654943505, 48.837174565605096], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3371021654943505, 'lat': 48.837174565605096}"
poi14-46,1 passage rimbaut,75014,['balade14-3'],https://capgeo.maps.arcgis.com/sharing/rest/content/items/7a34d77806a44be592fa49079c2ab97c/data,,,place-rue,Le passage Rimbaut,2019-07-17,"['artistes', 'village', 'flanerie', 'quatorzième', 'balade']",Paris,,"En route vers un autre village du 14ème arrondissement, offrez-vous quelques minutes de calme dans le passage Rimbaut. Bordée d’immeubles modernes et de maisons anciennes, cette petite voie est un havre de paix entre deux avenues pleines de vie?: avenue du Général Leclerc et avenue du Maine.",,"{'thumbnail': True, 'filename': 'vide.png', 'width': 10, 'format': 'PNG', 'etag': '""161453236ecfa815b9f79464e7172304""', 'mimetype': 'image/png', 'id': '9901387cfa2f790817d74faf721f7fa0', 'last_synchronized': '2019-10-30T08:50:22.338577', 'color_summary': [], 'height': 10, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/9901387cfa2f790817d74faf721f7fa0'}","{'type': 'Feature', 'geometry': {'coordinates': [2.3279547991421206, 48.82919071826102], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3279547991421206, 'lat': 48.82919071826102}"
poi14-38,99 boulevard du montparnasse,75014,['balade14-2'],https://capgeo.maps.arcgis.com/sharing/rest/content/items/7a34d77806a44be592fa49079c2ab97c/data,,,bar-restaurant,La Rotonde,2019-07-17,"['brasserie', 'culture', 'balade', 'quatorzième']",Paris,"Elles se toisent, toutes les quatre. Elles sont disposées tout autour du carrefour Vavin et racontent l’histoire joyeuse et artistique du quartier. Elles, ce sont les 4 grandes brasseries légendaires de Montparnasse?: la Coupole, la Rotonde, le Select, et le Dôme. Vous pouvez bien sûr les admirer depuis le boulevard– vous aimerez sans doute la décoration presque rococo du Dôme… quant au néon «?Le Select?», on vous garantit qu’il est très instagrammable?!","Décidément, La Rotonde plaît aux futurs Présidents de la République français. François Hollande y avait célébré sa victoire à la primaire du Parti socialiste en 2011. Emmanuel Macron y a fêté sa qualification au second tour de la Présidentielle de 2017",https://larotondeparis.fr/fr,"{'thumbnail': True, 'filename': 'vide.png', 'width': 10, 'format': 'PNG', 'etag': '""161453236ecfa815b9f79464e7172304""', 'mimetype': 'image/png', 'id': '9901387cfa2f790817d74faf721f7fa0', 'last_synchronized': '2019-10-30T08:50:22.338577', 'color_summary': [], 'height': 10, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/9901387cfa2f790817d74faf721f7fa0'}","{'type': 'Feature', 'geometry': {'coordinates': [2.330481631090765, 48.84161690352707], 'type': 'Point'}, 'properties': {}}","{'lon': 2.330481631090765, 'lat': 48.84161690352707}"
poi12-25,place Lachambeaudie,75012,['balade12-3'],,,,place-rue,La place Lachambeaudie,2019-08-02,"['douzième', 'nature', 'plein air', 'famille', 'parc']",Paris,,"Notre-Dame de la Nativité de Bercy. Sur cet îlot préservé autrefois en pleine campagne, cette église catholique, construite à l’emplacement d’une première église datant de 1677, a du vécu ! Après une reconstruction, une révolution, un bombardement, une crue et un incendie, la voilà devant vous, comme si elle n’avait jamais bougé. L’intérieur de cette église aux allures de basilique romaine antique comporte un plafond en boiserie à caissons et des fresques rares datant des XVIIème et XVIIIème siècles. 

Une caserne de pompiers en meulière aux portes rouges clinquantes ajoute au charme de cette ancienne « place de l’Église » qui accueille aussi un marché alimentaire les mercredis (16h-20h) et dimanches (matin).

La Ferme Lachambeaudie. Entre le faisceau ferré et la placette, invisible depuis la rue, la Ferme Lachambeaudie. Lauréate d’un appel à projet Parisculteurs et installée sur le toit d’un site RATP, elle abrite des ruches et une production hydroponique de fruits et légumes. Des formations sont proposées aux employés qui pourront aussi bénéficier de la récolte proposée sous forme de paniers frais ou destinée aux restaurants du quartier. 

Faites demi-tour vers le parc qui recèle encore de quelques trésors. Au sud, vous trouverez les vestiges d’une ancienne folie du XVIIIème siècle, de quoi vous replonger dans l’esprit du faubourg. Empruntez une des passerelles au-dessus de la rue Joseph Kessel pour atteindre le jardin romantique.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.386720000052602, 48.836089998971076], 'type': 'Point'}, 'properties': {}}","{'lon': 2.386720000052602, 'lat': 48.836089998971076}"
poi12-42,9 rue emilio castelar,75012,['balade12-4'],,,,commerce,La Terrasse de Gutenberg,2019-08-02,"['douzième', 'culture']",Paris,,"La terrasse de Gutenberg. Cette jolie librairie aux vitrines soignées attire à l’intérieur quiconque croise son chemin. On y trouve des livres neufs et d’occasion, et une belle sélection d’ouvrages sur la psychanalyse qu’elle promeut dans le cadre du Prix Œdipe.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.376258599992438, 48.8490631692323], 'type': 'Point'}, 'properties': {}}","{'lon': 2.376258599992438, 'lat': 48.8490631692323}"
poi13-2,162 avenue de france,75013,['balade13-1'],,,,musée-lieu culturel,Le cinéma MK2 bibliothèque,2019-08-06,"['treizième', 'culture', 'bibliothèque', 'architecture', 'cinema']",Paris,,"MK2 n’est pas un cinéma comme les autres. En plus d’être à la fois diffuseur, producteur et exploitant, la société familiale fondée en 1974 par Marin Karmitz est une ardente défenseuse du cinéma d’auteur international et se distingue par l’importance donnée à une éthique et une certaine conception du monde. Le MK2 a inventé le concept de cinéma-librairie et a eu l’ambition de construire ses salles proposant des films en VO dans les quartiers populaires où la culture était délaissée. Aujourd’hui, le multiplexe MK2 Bibliothèque propose aussi des conférences, des rediffusions de films cultes, et a ouvert il y a quelques années une salle dédiée à la réalité virtuelle, « MK2 VR » ! Consultez leur site pour être au fait des événements.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3746199996153674, 48.83335999934794], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3746199996153674, 'lat': 48.83335999934794}"
poi13-11,2 rue fulton,75013,['balade13-1'],,,,élément d'architecture,L'immeuble Fulton,2019-08-06,"['treizième', 'culture', 'architecture']",Paris,,"Cet ouvrage remarquable par ses balcons aux couleurs délirantes et changeantes selon la lumière a vu le jour très récemment. Il remplace un ensemble des années 1950 ainsi que l’ancienne « Tour 13 » qui comptait de nombreux logements sociaux avant de se muer en gigantesque œuvre de street art et d’être démolie en octobre 2013. Par très beau temps, le jaune éclatant des balcons se retrouve sur les façades voisines.
Remontez la rue Paul Klee, un dragon de verre et de métal sort de terre, c’est la « Danse de la fontaine émergente ». Cette œuvre de Chen Zhen jaillit de l’usine souterraine de production d’eau (Eau de Paris). Levez les yeux quand vous parcourez l’avenue Pierre-Mendès France, les immeubles de verres jouent avec le soleil. Soyez attentif, entre deux immeubles en travaux sur votre gauche, vous pourrez apercevoir le dôme de l’hôpital de la Pitié-Salpêtrière, premier et plus grand établissement hospitalier construit au XVIIème siècle à la demande de Louis XIV.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3721100000050632, 48.8385899989736], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3721100000050632, 'lat': 48.8385899989736}"
poi13-28,3 rue esquirol,75013,['balade13-3'],,,,place-rue,Portrait de Elevyn Nesbit de Btoy,2019-08-06,"['treizième', 'streetart', 'culture']",Paris,,"Andréa Michaelsson, alias BToy, est née à Barcelone et évolue dans le milieu street art très masculin des années 2000. Ses pochoirs mettent à l’honneur ces icones féminines comme Evelyn Nesbit, danseuse de revue américaine dans les années 1900 qui devint l’un des modèles les plus demandés à New York.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.361251765759418, 48.833752350267964], 'type': 'Point'}, 'properties': {}}","{'lon': 2.361251765759418, 'lat': 48.833752350267964}"
poi14-27,17 b rue campagne-première,75014,['balade14-2'],https://capgeo.maps.arcgis.com/sharing/rest/content/items/7a34d77806a44be592fa49079c2ab97c/data,,,élément d'architecture,Le 14 rue Campagne-Première,2019-07-17,"['architecture', 'artistes', 'balade', 'quatorzième']",Paris,"Bienvenue rue Campagne-Première, bienvenue dans LA rue du Montparnasse des Montparnos. C’est bien simple, tous les plus grands semblent avoir décidé de poser un jour leurs pinceaux ou leur plume dans l’un des ateliers de cette rue mythique. On vous emmène??","Le photographe Eugène Atget y avait son appartement. C’est ici qu’est née sa carrière photographique?: en effet, Atget, sans le sou, était en quête d’une source de revenus. Réalisant que les peintres de son voisinage manquaient de documents photographiques pour nourrir leur inspiration, il se décida à les leur fournir?! Et c’est ainsi qu’Eugène Atget va inlassablement photographier Paris et ses environs, des années durant, vendant son travail à la Cité des artistes, quelques numéros plus haut. Ses clients?? Foujita, Derain, Utrillo, entre autres…",,"{'thumbnail': True, 'filename': 'vide.png', 'width': 10, 'format': 'PNG', 'etag': '""161453236ecfa815b9f79464e7172304""', 'mimetype': 'image/png', 'id': '9901387cfa2f790817d74faf721f7fa0', 'last_synchronized': '2019-10-30T08:50:22.338577', 'color_summary': [], 'height': 10, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/9901387cfa2f790817d74faf721f7fa0'}","{'type': 'Feature', 'geometry': {'coordinates': [2.3324130215404795, 48.839640016932414], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3324130215404795, 'lat': 48.839640016932414}"
poi12-5,107 avenue daumesnil,75012,['balade12-1'],,,,street-art,Les fresques de Caroline Laguerre,2019-08-02,"['plein air', 'parc', 'douzième', 'nature']",Paris,,"Au sein de la Coulée Verte, ornant les espaces de repos sous arceaux, les fresques de cette jeune artiste parisienne apportent une profondeur singulière à la promenade. Avec sa palette de couleurs primaires, elle crée des ambiances chaleureuses, tantôt dans un living room cosy, tantôt sur une terrasse paisible au coucher du soleil. La mélancolie, les femmes corpulentes et les fleurs sont ses sujets favoris et sont toujours traités avec humour.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.380220000516402, 48.84519999901379], 'type': 'Point'}, 'properties': {}}","{'lon': 2.380220000516402, 'lat': 48.84519999901379}"
poi12-15,50 route de la pyramide,75012,['balade12-2'],,,,cimetière-parc et jardin,Jardins de l’École Du Breuil,2019-08-02,"['douzième', 'plein air', 'jardin', 'nature']",Paris,,"Fondée par le préfet Haussmann en 1867 pour développer l’arboriculture à Paris alors en plein réaménagement urbain et paysager, l’École Du Breuil est un établissement de la Ville de Paris. Aujourd’hui, son enseignement gratuit forme aux métiers de l’horticulture, du jardin, du paysage et de l’agriculture urbaine et met l’accent sur la diversité végétale et le dessin. Visitez ses jardins thématiques : une roseraie, un jardin de rocaille qui reproduit un paysage alpin ou un jardin anglais et son étang fréquenté par les hérons et les colverts. S’ils ne vous font pas reconsidérer votre avenir professionnel, la fraîcheur, les odeurs d’humus et les clapotis d’eau de ces jardins vous invitent à faire une pause.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.4597532383878957, 48.823995417388396], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4597532383878957, 'lat': 48.823995417388396}"
poi13-35,20 boulevard du général d'armée jean simon,75013,['balade13-3'],,,,musée-lieu culturel,Le Lavomatik et la galerie Itinerrance,2019-08-06,"['treizième', 'streetart', 'culture']",Paris,,"Découvrez le Lavomatik, un lieu dédié à l’art urbain. On y trouve des livres sur le street art, des pin’s en tout genre, des œuvres d’art… Des vernissages sont parfois organisés. Plus loin à l’angle, la Galerie Itinerrance est un véritable lieu d’exposition donnant de la visibilité à de grands street artistes et est à l’origine de nombreux projets artistiques dans la ville (sur le boulevard Vincent Auriol notamment).",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3823199997949875, 48.826819998948366], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3823199997949875, 'lat': 48.826819998948366}"
poi12-37,place d'aligre,75012,['balade12-4'],,,,place-rue,le marché d'Aligre,2019-08-02,"['douzième', 'gastronomie', 'culture', 'commerce', 'artisanat']",Paris,,"Brocanteurs, boucherie végétarienne, fromageries… Ils se partagent la place d’Aligre et le marché couvert de la halle Beauvau. Cette dernière a été construite en 1779 (puis reconstruite) sur des terrains achetés à des religieuses de l’abbaye Saint Antoine sous l’Ancien Régime. Les bouchers s’installèrent, puis vinrent les marchands ambulants de foin pour nourrir les chevaux de la capitale. 

Le marché d’Aligre, un des plus vieux marchés de Paris, constitue l’âme de ce quartier traditionnellement populaire. Flânez entre les étals pour humer les odeurs de fruits frais et déguster quelques échantillons en route. Au centre de la place, la Petite Mairie abrite les activités de l’association de la Commune libre d’Aligre fondée à l’après-guerre pour venir en aide aux populations en difficulté et fait aujourd’hui de l’animation sociale dans le quartier. Les habitants du 12ème se sont mobilisés en 2018 pour la faire rénover dans le cadre du budget participatif.

À ne surtout pas manquer, la Graineterie ! Unique à Paris et symbole du marché, elle rappelle les épiceries d’antan avec ses friandises, ses pains d’épice de Dijon, ses plantes aromatiques et ses graines, bien-sûr.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3783710755028022, 48.8488531596949], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3783710755028022, 'lat': 48.8488531596949}"
poi12-38,3 rue de cotte,75012,['balade12-4'],,,,place-rue,L'ancien lavoir du marché Renoir,2019-08-02,"['douzième', 'culture', 'plein air', 'architecture', 'histoire']",Paris,"Prenez le temps de flâner dans la rue de Cotte, une des rues les plus animées du quartier, et prenez place en terrasse.","Au n°3, l’ancien lavoir du marché Renoir. Il s’agit de l’unique vestige de lavoir à Paris, qui en comptait jusqu’à 300 ! Initialement situé au n°9 de la rue, comme la façade l’indique, le lavoir du marché Renoir a été construit en 1830 pour le rinçage du linge.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3768793486737207, 48.848433146161156], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3768793486737207, 'lat': 48.848433146161156}"
poi13-13,34 quai d'austerlitz,75013,['balade13-1'],,,,musée-lieu culturel,La Cité de la Mode et du Design,2019-08-06,"['treizième', 'architecture', 'culture', 'mode', 'design']",Paris,,"La Cité de la Mode et du Design est le seul bâtiment de Paris « les pieds dans l’eau ». Issue de la reconversion des anciens Magasins Généraux, sa structure industrielle en béton s’est vue enveloppée de verre et de métal vert vif par les architectes lauréats Dominique Jakob et Brendan MacFarlane. Ce lieu incroyable, dont vous pourrez mieux apprécier l’architecture depuis le quai d’en face, abrite depuis 2008 l’Institut français de la mode ainsi qu’un restaurant et de nombreux bars-clubs répartis sur tous les niveaux, accessibles grâce aux passerelles en bois. Ce pôle à vocation culturelle et de loisirs insuffle une atmosphère festive aussi bien diurne que nocturne dans les anciens docks rénovés. C’est aussi le lieu qui bénéficie du plus grand rooftop de Paris, dont 600m² privatisables !",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.369974859916735, 48.841023101853246], 'type': 'Point'}, 'properties': {}}","{'lon': 2.369974859916735, 'lat': 48.841023101853246}"
poi14-49,1 cité bauer,75014,['balade14-3'],https://capgeo.sig.paris.fr/PdfEtImages/Balades14e/photos/poi14-49.jpg,©StudioTTG,Cité Bauer,place-rue,La Cité Bauer,2019-07-17,"['artistes', 'village', 'flanerie', 'quatorzième', 'balade']",Paris,,"L’esprit village du 14ème continue à vous gagner avec la découverte des maisons de la Cité Bauer. Cette petite rue n’est pas en reste côté charme. Des maisons basses et des volets colorés, de jolis portails et des glycines, de la vigne vierge, des fleurs…
Le saviez-vous?? Au numéro 19, le splendide portail en bois peint et fer forgé d’inspiration Art Nouveau a été conçu en 1959 par Alexandre Mezei, un artiste d’origine hongroise qui y habitait.",,"{'exif_orientation': 1, 'thumbnail': True, 'filename': 'poi14-49.jpg', 'width': 6000, 'format': 'JPEG', 'etag': '""885293e0423ed51:0""', 'mimetype': 'image/jpeg', 'id': '65cbb2d428163050e946d901bcd2e4aa', 'last_synchronized': '2019-09-18T08:05:09.570341', 'color_summary': ['rgba(166, 165, 161, 1.00)', 'rgba(133, 130, 122, 1.00)', 'rgba(138, 134, 136, 1.00)'], 'height': 4000, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/65cbb2d428163050e946d901bcd2e4aa'}","{'type': 'Feature', 'geometry': {'coordinates': [2.320009999833514, 48.83168999996922], 'type': 'Point'}, 'properties': {}}","{'lon': 2.320009999833514, 'lat': 48.83168999996922}"
poi14-58,96 rue didot,75014,['balade14-4'],https://capgeo.maps.arcgis.com/sharing/rest/content/items/7a34d77806a44be592fa49079c2ab97c/data,,,cimetière-parc et jardin,Promenade plantée et petite ceinture,2019-07-17,"['espace vert', 'plein air', 'quatorzième', 'balade']",Paris,,"Une boucle de verdure, tout autour de Paris, une ancienne voie de chemin de fer devenue un espace où la nature s’épanouit, préservée. La Petite Ceinture, libérée de tout trafic ferroviaire depuis 1993, est devenue le domaine privilégié des espèces animales protégées, comme la Pipistrelle Commune. Et c’est d’ailleurs dans un tunnel au niveau de la rue Didot que loge une des plus grandes colonies d’hivernage de ces mignonnes chauves-souris?: elle compterait 500 membres?! Le saviez-vous?: Les travaux de transformation de l’hôpital Broussais ont même été interrompus six mois pendant leur période de reproduction. Voulue par les Parisiens qui ont voté pour sa transformation en promenade urbaine dans le cadre du Budget Participatif, cette partie de la Petite Ceinture est désormais ouverte au public. Et au-dessus du souterrain, c’est une jolie promenade plantée qui vous attend, entre la rue Didot et la rue Raymond-Losserand.",,"{'thumbnail': True, 'filename': 'vide.png', 'width': 10, 'format': 'PNG', 'etag': '""161453236ecfa815b9f79464e7172304""', 'mimetype': 'image/png', 'id': '9901387cfa2f790817d74faf721f7fa0', 'last_synchronized': '2019-10-30T08:50:22.338577', 'color_summary': [], 'height': 10, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/9901387cfa2f790817d74faf721f7fa0'}","{'type': 'Feature', 'geometry': {'coordinates': [2.3147999998816036, 48.827569999799884], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3147999998816036, 'lat': 48.827569999799884}"
